,Year,Month,TagName,Month_Count
0,2016,1,minecraft-java-edition,157
1,2016,1,fallout-4,85
2,2016,1,minecraft-commands,72
3,2016,1,steam,35
4,2016,1,ps4,28
5,2016,1,the-elder-scrolls-v-skyrim,27
6,2016,1,diablo-3,21
7,2016,1,clash-of-clans,19
8,2016,1,technical-issues,18
9,2016,1,minecraft-java-edition-server,17
10,2016,1,fallout-shelter,17
11,2016,1,xbox-one,16
12,2016,1,minecraft-bedrock-edition,15
13,2016,1,counter-strike-global-offensive,13
14,2016,1,pc,13
15,2016,1,minecraft-legacy-console,12
16,2016,1,terraria,12
17,2016,1,dwarf-fortress,12
18,2016,1,psn,12
19,2016,1,xbox-360,12
20,2016,1,mods,11
21,2016,1,terraria-mobile,11
22,2016,1,team-fortress-2,10
23,2016,1,league-of-legends,10
24,2016,1,hearthstone,10
25,2016,1,grand-theft-auto-5,9
26,2016,1,grand-theft-auto-online,9
27,2016,1,ps3,8
28,2016,1,controllers,8
29,2016,1,metal-gear-solid-5-the-phantom-pain,8
30,2016,1,undertale,8
31,2016,1,minecraft-redstone,8
32,2016,1,mario-and-luigi-paper-jam,8
33,2016,1,starcraft-2,7
34,2016,1,wii-u,7
35,2016,1,world-of-warcraft,7
36,2016,1,civilization-5,7
37,2016,1,star-wars-battlefront-2015,7
38,2016,1,borderlands-2,6
39,2016,1,elite-dangerous,6
40,2016,1,pocket-mortys,6
41,2016,1,ark-survival-evolved,5
42,2016,1,europa-universalis-iv,5
43,2016,1,think-different,5
44,2016,1,mass-effect-3,5
45,2016,1,dying-light,5
46,2016,1,destiny,5
47,2016,1,super-smash-bros-4,5
48,2016,1,minecraft-mods,5
49,2016,1,skyrim-dragonborn,5
50,2016,1,darkest-dungeon,5
51,2016,1,the-witness,5
52,2016,1,hardware,4
53,2016,1,macos,4
54,2016,1,windows,4
55,2016,1,terminology,4
56,2016,1,game-identification,4
57,2016,1,hard-drive,4
58,2016,1,windows-10,4
59,2016,1,the-witcher-3,4
60,2016,1,networking,4
61,2016,1,xbox-live,4
62,2016,1,windows-7,3
63,2016,1,warframe,3
64,2016,1,super-mario-maker,3
65,2016,1,xenoblade-chronicles-x,3
66,2016,1,nethack,3
67,2016,1,server-administration,3
68,2016,1,portal-2,3
69,2016,1,pokemon-series,3
70,2016,1,android,3
71,2016,1,call-of-duty-black-ops-3,3
72,2016,1,slime-rancher,3
73,2016,1,minecraft-story-mode,3
74,2016,1,fifa-16,3
75,2016,1,linux,3
76,2016,1,steam-trading-cards,3
77,2016,1,achievements,3
78,2016,1,monitor,3
79,2016,1,tropico-5,3
80,2016,1,dota-2,3
81,2016,1,rise-of-the-tomb-raider,3
82,2016,1,eve-online,3
83,2016,1,dont-starve,3
84,2016,1,agar.io,3
85,2016,1,rebel-galaxy,3
86,2016,1,endless-legend,3
87,2016,1,minecraft-feed-the-beast,3
88,2016,1,version-differences,3
89,2016,1,diablo-3-crusader,3
90,2016,1,star-wars-galaxy-of-heroes,3
91,2016,1,mass-effect-3-multiplayer,3
92,2016,1,grand-theft-auto-san-andreas,3
93,2016,1,cheats,3
94,2016,1,age-of-empires-ii-the-age-of-kings,2
95,2016,1,counter-strike,2
96,2016,1,sims-4,2
97,2016,1,fallen-london,2
98,2016,1,plants-vs-zombies-garden-warfare,2
99,2016,1,wine,2
100,2016,1,grand-theft-auto-4,2
101,2016,1,the-last-of-us,2
102,2016,1,mobile,2
103,2016,1,audio-hardware,2
104,2016,1,dungeon-boss,2
105,2016,1,bloodborne,2
106,2016,1,jackbox-party-pack-2,2
107,2016,1,candy-crush-saga,2
108,2016,1,simcity-2013,2
109,2016,1,ps-vita,2
110,2016,1,xcom-enemy-unknown,2
111,2016,1,backwards-compatibility,2
112,2016,1,magic-the-gathering-puzzle-quest,2
113,2016,1,keyboard,2
114,2016,1,minecraft-bukkit,2
115,2016,1,crusader-kings-2,2
116,2016,1,baldurs-gate,2
117,2016,1,graphics-card,2
118,2016,1,final-fantasy-7,2
119,2016,1,7-days-to-die,2
120,2016,1,nintendo-wii,2
121,2016,1,region-lock,2
122,2016,1,civilization-5-brave-new-world,2
123,2016,1,oldschool-runescape,2
124,2016,1,battlefield-4,2
125,2016,1,yo-kai-watch,2
126,2016,1,dark-souls-2,2
127,2016,1,the-binding-of-isaac-rebirth,2
128,2016,1,nuclear-throne,2
129,2016,1,prison-architect,2
130,2016,1,diablo-3-wizard,2
131,2016,1,guild-wars-2,2
132,2016,1,cities-skylines,2
133,2016,1,emulation,2
134,2016,1,kingdom-of-loathing,2
135,2016,1,geometry-dash,2
136,2016,1,hosting,2
137,2016,1,homeworld-remastered-collection,2
138,2016,1,minecraft-java-edition-realms,2
139,2016,1,dragons-dogma,2
140,2016,1,kerbal-space-program,2
141,2016,1,pokemon-omega-ruby-alpha-sapphire,2
142,2016,1,dragons-dogma-dark-arisen,2
143,2016,1,starbound,2
144,2016,1,nintendo-3ds-3dsxl-2ds,2
145,2016,1,card-hunter,2
146,2016,1,payday-2,2
147,2016,1,dwarf-fortress-adventure,2
148,2016,1,blade-and-soul,2
149,2016,1,streaming,2
150,2016,1,terraria-console,2
151,2016,1,garrys-mod,2
152,2016,1,counter-strike-source,2
153,2016,1,clicker-heroes,2
154,2016,1,call-of-duty-world-at-war,1
155,2016,1,cod-world-at-war-zombies,1
156,2016,1,ps2,1
157,2016,1,competitive-gaming,1
158,2016,1,minecraft-optifine,1
159,2016,1,xbox-smartglass,1
160,2016,1,edna-and-harvey-breakout,1
161,2016,1,battle.net,1
162,2016,1,mario-kart-8,1
163,2016,1,super-mario-3d-world,1
164,2016,1,captain-toad-treasure-tracker,1
165,2016,1,lego-dimensions,1
166,2016,1,no-one-lives-forever-2,1
167,2016,1,mouse,1
168,2016,1,skate-3,1
169,2016,1,gnomoria,1
170,2016,1,south-park-the-stick-of-truth,1
171,2016,1,myst-series,1
172,2016,1,myst,1
173,2016,1,riven,1
174,2016,1,myst-4-revelation,1
175,2016,1,directx-9,1
